"FIPS" "geoid" "Stabr" "County_Name" "Rural_Urban_Continuum_Code_2013" "Urban_Influence_2013" "Metro_Nonmetro_2013" "Metro_Micro_Noncore_2013" "year" "oilwithdraw" "gaswithdraw" "oil_change_group" "gas_change_group" "oil_gas_change_group"
"13180" 18161 18161 "IN" "Union County" 1 1 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13181" 18163 18163 "IN" "Vanderburgh County" 2 2 1 2 "2004" 77194 20865 "Status Quo" "Status Quo" "Status Quo"
"13182" 18165 18165 "IN" "Vermillion County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13183" 18167 18167 "IN" "Vigo County" 3 2 1 2 "2004" 41152 0 "Status Quo" "Status Quo" "Status Quo"
"13184" 18169 18169 "IN" "Wabash County" 6 5 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13185" 18171 18171 "IN" "Warren County" 8 7 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13186" 18173 18173 "IN" "Warrick County" 2 2 1 2 "2004" 31009 0 "Status Quo" "Status Quo" "Status Quo"
"13187" 18175 18175 "IN" "Washington County" 1 1 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13188" 18177 18177 "IN" "Wayne County" 5 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13189" 18179 18179 "IN" "Wells County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13190" 18181 18181 "IN" "White County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13191" 18183 18183 "IN" "Whitley County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13192" 19001 19001 "IA" "Adair County" 8 7 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13193" 19003 19003 "IA" "Adams County" 9 12 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13194" 19005 19005 "IA" "Allamakee County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13195" 19007 19007 "IA" "Appanoose County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13196" 19009 19009 "IA" "Audubon County" 8 7 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13197" 19011 19011 "IA" "Benton County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13198" 19013 19013 "IA" "Black Hawk County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13199" 19015 19015 "IA" "Boone County" 6 5 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13200" 19017 19017 "IA" "Bremer County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13201" 19019 19019 "IA" "Buchanan County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13202" 19021 19021 "IA" "Buena Vista County" 7 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13203" 19023 19023 "IA" "Butler County" 8 7 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13204" 19025 19025 "IA" "Calhoun County" 9 10 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13205" 19027 19027 "IA" "Carroll County" 7 11 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13206" 19029 19029 "IA" "Cass County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13207" 19031 19031 "IA" "Cedar County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13208" 19033 19033 "IA" "Cerro Gordo County" 5 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13209" 19035 19035 "IA" "Cherokee County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13210" 19037 19037 "IA" "Chickasaw County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13211" 19039 19039 "IA" "Clarke County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13212" 19041 19041 "IA" "Clay County" 7 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13213" 19043 19043 "IA" "Clayton County" 8 7 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13214" 19045 19045 "IA" "Clinton County" 4 5 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13215" 19047 19047 "IA" "Crawford County" 7 11 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13216" 19049 19049 "IA" "Dallas County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13217" 19051 19051 "IA" "Davis County" 9 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13218" 19053 19053 "IA" "Decatur County" 9 12 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13219" 19055 19055 "IA" "Delaware County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13220" 19057 19057 "IA" "Des Moines County" 5 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13221" 19059 19059 "IA" "Dickinson County" 7 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13222" 19061 19061 "IA" "Dubuque County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13223" 19063 19063 "IA" "Emmet County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13224" 19065 19065 "IA" "Fayette County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13225" 19067 19067 "IA" "Floyd County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13226" 19069 19069 "IA" "Franklin County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13227" 19071 19071 "IA" "Fremont County" 8 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13228" 19073 19073 "IA" "Greene County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13229" 19075 19075 "IA" "Grundy County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13230" 19077 19077 "IA" "Guthrie County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13231" 19079 19079 "IA" "Hamilton County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13232" 19081 19081 "IA" "Hancock County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13233" 19083 19083 "IA" "Hardin County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13234" 19085 19085 "IA" "Harrison County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13235" 19087 19087 "IA" "Henry County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13236" 19089 19089 "IA" "Howard County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13237" 19091 19091 "IA" "Humboldt County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13238" 19093 19093 "IA" "Ida County" 8 7 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13239" 19095 19095 "IA" "Iowa County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13240" 19097 19097 "IA" "Jackson County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13241" 19099 19099 "IA" "Jasper County" 6 5 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13242" 19101 19101 "IA" "Jefferson County" 7 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13243" 19103 19103 "IA" "Johnson County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13244" 19105 19105 "IA" "Jones County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13245" 19107 19107 "IA" "Keokuk County" 8 7 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13246" 19109 19109 "IA" "Kossuth County" 7 11 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13247" 19111 19111 "IA" "Lee County" 5 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13248" 19113 19113 "IA" "Linn County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13249" 19115 19115 "IA" "Louisa County" 8 7 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13250" 19117 19117 "IA" "Lucas County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13251" 19119 19119 "IA" "Lyon County" 8 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13252" 19121 19121 "IA" "Madison County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13253" 19123 19123 "IA" "Mahaska County" 7 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13254" 19125 19125 "IA" "Marion County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13255" 19127 19127 "IA" "Marshall County" 4 5 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13256" 19129 19129 "IA" "Mills County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13257" 19131 19131 "IA" "Mitchell County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13258" 19133 19133 "IA" "Monona County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13259" 19135 19135 "IA" "Monroe County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13260" 19137 19137 "IA" "Montgomery County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13261" 19139 19139 "IA" "Muscatine County" 4 5 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13262" 19141 19141 "IA" "O'Brien County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13263" 19143 19143 "IA" "Osceola County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13264" 19145 19145 "IA" "Page County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13265" 19147 19147 "IA" "Palo Alto County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13266" 19149 19149 "IA" "Plymouth County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13267" 19151 19151 "IA" "Pocahontas County" 9 10 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13268" 19153 19153 "IA" "Polk County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13269" 19155 19155 "IA" "Pottawattamie County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13270" 19157 19157 "IA" "Poweshiek County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13271" 19159 19159 "IA" "Ringgold County" 9 12 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13272" 19161 19161 "IA" "Sac County" 9 10 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13273" 19163 19163 "IA" "Scott County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13274" 19165 19165 "IA" "Shelby County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13275" 19167 19167 "IA" "Sioux County" 7 11 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13276" 19169 19169 "IA" "Story County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13277" 19171 19171 "IA" "Tama County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13278" 19173 19173 "IA" "Taylor County" 9 10 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13279" 19175 19175 "IA" "Union County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13280" 19177 19177 "IA" "Van Buren County" 9 10 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13281" 19179 19179 "IA" "Wapello County" 5 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13282" 19181 19181 "IA" "Warren County" 2 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13283" 19183 19183 "IA" "Washington County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13284" 19185 19185 "IA" "Wayne County" 9 12 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13285" 19187 19187 "IA" "Webster County" 5 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13286" 19189 19189 "IA" "Winnebago County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13287" 19191 19191 "IA" "Winneshiek County" 7 11 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13288" 19193 19193 "IA" "Woodbury County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13289" 19195 19195 "IA" "Worth County" 9 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13290" 19197 19197 "IA" "Wright County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13291" 20001 20001 "KS" "Allen County" 7 11 0 0 "2004" 212091 176722 "Status Quo" "Status Quo" "Status Quo"
"13292" 20003 20003 "KS" "Anderson County" 6 4 0 0 "2004" 169681 0 "Status Quo" "Status Quo" "Status Quo"
"13293" 20005 20005 "KS" "Atchison County" 6 3 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13294" 20007 20007 "KS" "Barber County" 9 12 0 0 "2004" 545302 10953913 "H_Growth" "H_Growth" "H_Growth"
"13295" 20009 20009 "KS" "Barton County" 7 8 0 1 "2004" 1486645 616318 "H_Growth" "Status Quo" "H_Growth"
"13296" 20011 20011 "KS" "Bourbon County" 6 4 0 0 "2004" 27460 3691 "Status Quo" "Status Quo" "Status Quo"
"13297" 20013 20013 "KS" "Brown County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13298" 20015 20015 "KS" "Butler County" 2 2 1 2 "2004" 1142418 0 "Status Quo" "Status Quo" "Status Quo"
"13299" 20017 20017 "KS" "Chase County" 9 10 0 0 "2004" 43972 387894 "Status Quo" "Status Quo" "Status Quo"
"13300" 20019 20019 "KS" "Chautauqua County" 8 7 0 0 "2004" 207744 619374 "Status Quo" "Status Quo" "Status Quo"
"13301" 20021 20021 "KS" "Cherokee County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13302" 20023 20023 "KS" "Cheyenne County" 9 12 0 0 "2004" 145853 1899337 "Status Quo" "H_Growth" "H_Growth"
"13303" 20025 20025 "KS" "Clark County" 9 10 0 0 "2004" 183753 2375445 "Status Quo" "Status Quo" "Status Quo"
"13304" 20027 20027 "KS" "Clay County" 6 6 0 0 "2004" 2147 0 "Status Quo" "Status Quo" "Status Quo"
"13305" 20029 20029 "KS" "Cloud County" 7 9 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13306" 20031 20031 "KS" "Coffey County" 6 6 0 0 "2004" 156565 51017 "Status Quo" "Status Quo" "Status Quo"
"13307" 20033 20033 "KS" "Comanche County" 9 12 0 0 "2004" 402053 8554253 "Status Quo" "H_Decline" "H_Decline"
"13308" 20035 20035 "KS" "Cowley County" 4 5 0 1 "2004" 442206 127146 "Status Quo" "Status Quo" "Status Quo"
"13309" 20037 20037 "KS" "Crawford County" 4 5 0 1 "2004" 20320 0 "Status Quo" "Status Quo" "Status Quo"
"13310" 20039 20039 "KS" "Decatur County" 9 12 0 0 "2004" 127644 0 "Status Quo" "Status Quo" "Status Quo"
"13311" 20041 20041 "KS" "Dickinson County" 7 9 0 0 "2004" 11795 0 "Status Quo" "Status Quo" "Status Quo"
"13312" 20043 20043 "KS" "Doniphan County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13313" 20045 20045 "KS" "Douglas County" 3 2 1 2 "2004" 30592 0 "Status Quo" "Status Quo" "Status Quo"
"13314" 20047 20047 "KS" "Edwards County" 9 10 0 0 "2004" 231258 2043045 "Status Quo" "Status Quo" "Status Quo"
"13315" 20049 20049 "KS" "Elk County" 8 7 0 0 "2004" 68618 55617 "Status Quo" "Status Quo" "Status Quo"
"13316" 20051 20051 "KS" "Ellis County" 5 8 0 1 "2004" 3092273 4668 "H_Growth" "Status Quo" "H_Growth"
"13317" 20053 20053 "KS" "Ellsworth County" 7 9 0 0 "2004" 275626 132498 "Status Quo" "Status Quo" "Status Quo"
"13318" 20055 20055 "KS" "Finney County" 5 8 0 1 "2004" 1770707 31310743 "H_Decline" "H_Decline" "H_Decline"
"13319" 20057 20057 "KS" "Ford County" 5 8 0 1 "2004" 60568 305897 "H_Growth" "Status Quo" "H_Growth"
"13320" 20059 20059 "KS" "Franklin County" 6 3 0 1 "2004" 94528 17195 "Status Quo" "Status Quo" "Status Quo"
"13321" 20061 20061 "KS" "Geary County" 4 5 0 1 "2004" 1322 0 "Status Quo" "Status Quo" "Status Quo"
"13322" 20063 20063 "KS" "Gove County" 9 12 0 0 "2004" 448651 0 "H_Growth" "Status Quo" "H_Growth"
"13323" 20065 20065 "KS" "Graham County" 9 12 0 0 "2004" 1246990 0 "H_Growth" "Status Quo" "H_Growth"
"13324" 20067 20067 "KS" "Grant County" 7 9 0 0 "2004" 527723 52694702 "Status Quo" "H_Decline" "H_Decline"
"13325" 20069 20069 "KS" "Gray County" 9 10 0 0 "2004" 70020 82690 "Status Quo" "Status Quo" "Status Quo"
"13326" 20071 20071 "KS" "Greeley County" 9 12 0 0 "2004" 141238 3777482 "Status Quo" "Status Quo" "Status Quo"
"13327" 20073 20073 "KS" "Greenwood County" 6 6 0 0 "2004" 535171 1079 "Status Quo" "Status Quo" "Status Quo"
"13328" 20075 20075 "KS" "Hamilton County" 9 10 0 0 "2004" 0 10963594 "Status Quo" "H_Decline" "H_Decline"
"13329" 20077 20077 "KS" "Harper County" 8 7 0 0 "2004" 340049 4347942 "Status Quo" "Status Quo" "Status Quo"
"13330" 20079 20079 "KS" "Harvey County" 2 2 1 2 "2004" 133499 254049 "Status Quo" "Status Quo" "Status Quo"
"13331" 20081 20081 "KS" "Haskell County" 9 10 0 0 "2004" 1770875 33595861 "H_Decline" "H_Decline" "H_Decline"
"13332" 20083 20083 "KS" "Hodgeman County" 9 10 0 0 "2004" 345186 0 "Status Quo" "Status Quo" "Status Quo"
"13333" 20085 20085 "KS" "Jackson County" 3 2 1 2 "2004" 2500 0 "Status Quo" "Status Quo" "Status Quo"
"13334" 20087 20087 "KS" "Jefferson County" 3 2 1 2 "2004" 21485 0 "Status Quo" "Status Quo" "Status Quo"
"13335" 20089 20089 "KS" "Jewell County" 9 12 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13336" 20091 20091 "KS" "Johnson County" 1 1 1 2 "2004" 121684 94565 "Status Quo" "Status Quo" "Status Quo"
"13337" 20093 20093 "KS" "Kearny County" 9 8 0 1 "2004" 275434 48484144 "Status Quo" "H_Decline" "H_Decline"
"13338" 20095 20095 "KS" "Kingman County" 2 2 1 2 "2004" 529404 7737638 "Status Quo" "Status Quo" "Status Quo"
"13339" 20097 20097 "KS" "Kiowa County" 9 10 0 0 "2004" 300284 4914823 "Status Quo" "Status Quo" "Status Quo"
"13340" 20099 20099 "KS" "Labette County" 7 8 0 1 "2004" 12053 692446 "Status Quo" "H_Growth" "H_Growth"
"13341" 20101 20101 "KS" "Lane County" 9 12 0 0 "2004" 498097 0 "H_Growth" "Status Quo" "H_Growth"
"13342" 20103 20103 "KS" "Leavenworth County" 1 1 1 2 "2004" 74627 106979 "Status Quo" "Status Quo" "Status Quo"
"13343" 20105 20105 "KS" "Lincoln County" 9 10 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13344" 20107 20107 "KS" "Linn County" 1 1 1 2 "2004" 90041 10396 "Status Quo" "Status Quo" "Status Quo"
"13345" 20109 20109 "KS" "Logan County" 9 12 0 0 "2004" 431803 0 "H_Growth" "Status Quo" "H_Growth"
"13346" 20111 20111 "KS" "Lyon County" 4 5 0 1 "2004" 14520 0 "Status Quo" "Status Quo" "Status Quo"
"13347" 20113 20113 "KS" "McPherson County" 7 8 0 1 "2004" 431703 167592 "Status Quo" "Status Quo" "Status Quo"
"13348" 20115 20115 "KS" "Marion County" 6 6 0 0 "2004" 149612 619643 "Status Quo" "Status Quo" "Status Quo"
"13349" 20117 20117 "KS" "Marshall County" 6 6 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13350" 20119 20119 "KS" "Meade County" 9 10 0 0 "2004" 306311 5375037 "Status Quo" "Status Quo" "Status Quo"
"13351" 20121 20121 "KS" "Miami County" 1 1 1 2 "2004" 121614 222793 "Status Quo" "Status Quo" "Status Quo"
"13352" 20123 20123 "KS" "Mitchell County" 7 11 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13353" 20125 20125 "KS" "Montgomery County" 5 8 0 1 "2004" 94912 4462751 "Status Quo" "H_Growth" "H_Growth"
"13354" 20127 20127 "KS" "Morris County" 8 6 0 0 "2004" 86255 0 "Status Quo" "Status Quo" "Status Quo"
"13355" 20129 20129 "KS" "Morton County" 9 12 0 0 "2004" 470776 30172365 "Status Quo" "H_Decline" "H_Decline"
"13356" 20131 20131 "KS" "Nemaha County" 6 6 0 0 "2004" 43333 0 "Status Quo" "Status Quo" "Status Quo"
"13357" 20133 20133 "KS" "Neosho County" 7 9 0 0 "2004" 39986 4576999 "Status Quo" "H_Growth" "H_Growth"
"13358" 20135 20135 "KS" "Ness County" 9 12 0 0 "2004" 1524649 0 "H_Growth" "Status Quo" "H_Growth"
"13359" 20137 20137 "KS" "Norton County" 7 11 0 0 "2004" 105626 0 "Status Quo" "Status Quo" "Status Quo"
"13360" 20139 20139 "KS" "Osage County" 3 2 1 2 "2004" 1616 0 "Status Quo" "Status Quo" "Status Quo"
"13361" 20141 20141 "KS" "Osborne County" 9 12 0 0 "2004" 109490 0 "Status Quo" "Status Quo" "Status Quo"
"13362" 20143 20143 "KS" "Ottawa County" 9 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13363" 20145 20145 "KS" "Pawnee County" 7 9 0 0 "2004" 118527 751834 "Status Quo" "Status Quo" "Status Quo"
"13364" 20147 20147 "KS" "Phillips County" 7 11 0 0 "2004" 379321 0 "Status Quo" "Status Quo" "Status Quo"
"13365" 20149 20149 "KS" "Pottawatomie County" 3 2 1 2 "2004" 3382 0 "Status Quo" "Status Quo" "Status Quo"
"13366" 20151 20151 "KS" "Pratt County" 7 11 0 0 "2004" 359446 1640736 "Status Quo" "Status Quo" "Status Quo"
"13367" 20153 20153 "KS" "Rawlins County" 9 12 0 0 "2004" 284774 0 "Status Quo" "Status Quo" "Status Quo"
"13368" 20155 20155 "KS" "Reno County" 4 5 0 1 "2004" 451911 1276425 "Status Quo" "Status Quo" "Status Quo"
"13369" 20157 20157 "KS" "Republic County" 9 12 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13370" 20159 20159 "KS" "Rice County" 7 9 0 0 "2004" 705710 849460 "Status Quo" "Status Quo" "Status Quo"
"13371" 20161 20161 "KS" "Riley County" 3 2 1 2 "2004" 22305 0 "Status Quo" "Status Quo" "Status Quo"
"13372" 20163 20163 "KS" "Rooks County" 9 10 0 0 "2004" 1819476 0 "H_Growth" "Status Quo" "H_Growth"
"13373" 20165 20165 "KS" "Rush County" 9 10 0 0 "2004" 229000 299328 "H_Growth" "Status Quo" "H_Growth"
"13374" 20167 20167 "KS" "Russell County" 7 9 0 0 "2004" 1798679 0 "Status Quo" "Status Quo" "Status Quo"
"13375" 20169 20169 "KS" "Saline County" 5 8 0 1 "2004" 72544 0 "Status Quo" "Status Quo" "Status Quo"
"13376" 20171 20171 "KS" "Scott County" 7 9 0 0 "2004" 272077 271927 "Status Quo" "Status Quo" "H_Growth"
"13377" 20173 20173 "KS" "Sedgwick County" 2 2 1 2 "2004" 133580 21831 "Status Quo" "Status Quo" "Status Quo"
"13378" 20175 20175 "KS" "Seward County" 5 8 0 1 "2004" 477661 25201639 "H_Decline" "H_Decline" "H_Decline"
"13379" 20177 20177 "KS" "Shawnee County" 3 2 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13380" 20179 20179 "KS" "Sheridan County" 9 12 0 0 "2004" 166352 0 "Status Quo" "Status Quo" "Status Quo"
"13381" 20181 20181 "KS" "Sherman County" 7 11 0 0 "2004" 8566 460268 "Status Quo" "Status Quo" "Status Quo"
"13382" 20183 20183 "KS" "Smith County" 9 12 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13383" 20185 20185 "KS" "Stafford County" 9 10 0 0 "2004" 1261492 1289334 "Status Quo" "Status Quo" "Status Quo"
"13384" 20187 20187 "KS" "Stanton County" 9 12 0 0 "2004" 247774 18605683 "Status Quo" "H_Decline" "H_Decline"
"13385" 20189 20189 "KS" "Stevens County" 7 9 0 0 "2004" 548219 72061065 "Status Quo" "H_Decline" "H_Decline"
"13386" 20191 20191 "KS" "Sumner County" 2 2 1 2 "2004" 659511 812883 "Status Quo" "Status Quo" "Status Quo"
"13387" 20193 20193 "KS" "Thomas County" 7 11 0 0 "2004" 137486 0 "Status Quo" "Status Quo" "Status Quo"
"13388" 20195 20195 "KS" "Trego County" 9 10 0 0 "2004" 539035 0 "Status Quo" "Status Quo" "Status Quo"
"13389" 20197 20197 "KS" "Wabaunsee County" 3 2 1 2 "2004" 52990 0 "Status Quo" "Status Quo" "Status Quo"
"13390" 20199 20199 "KS" "Wallace County" 9 12 0 0 "2004" 194134 131580 "Status Quo" "Status Quo" "Status Quo"
"13391" 20201 20201 "KS" "Washington County" 9 12 0 0 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13392" 20203 20203 "KS" "Wichita County" 9 12 0 0 "2004" 36075 107717 "Status Quo" "Status Quo" "Status Quo"
"13393" 20205 20205 "KS" "Wilson County" 7 10 0 0 "2004" 97876 3751305 "Status Quo" "H_Growth" "H_Growth"
"13394" 20207 20207 "KS" "Woodson County" 9 12 0 0 "2004" 430216 69601 "Status Quo" "Status Quo" "Status Quo"
"13395" 20209 20209 "KS" "Wyandotte County" 1 1 1 2 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13396" 21001 21001 "KY" "Adair County" 7 9 0 0 "2004" 13650 0 "Status Quo" "Status Quo" "Status Quo"
"13397" 21003 21003 "KY" "Allen County" 3 2 1 2 "2004" 686 0 "Status Quo" "Status Quo" "Status Quo"
"13398" 21005 21005 "KY" "Anderson County" 6 3 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
"13399" 21007 21007 "KY" "Ballard County" 9 8 0 1 "2004" 0 0 "Status Quo" "Status Quo" "Status Quo"
