FIPS,geoid,Stabr,County_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_2013,Metro_Nonmetro_2013,Metro_Micro_Noncore_2013,oil2000,oil2001,oil2002,oil2003,oil2004,oil2005,oil2006,oil2007,oil2008,oil2009,oil2010,oil2011,gas2000,gas2001,gas2002,gas2003,gas2004,gas2005,gas2006,gas2007,gas2008,gas2009,gas2010,gas2011,oil_change_group,gas_change_group,oil_gas_change_group
29053,29053,MO,Cooper County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29055,29055,MO,Crawford County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29057,29057,MO,Dade County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29059,29059,MO,Dallas County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29061,29061,MO,Daviess County,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29063,29063,MO,DeKalb County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29065,29065,MO,Dent County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29067,29067,MO,Douglas County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29069,29069,MO,Dunklin County,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29071,29071,MO,Franklin County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29073,29073,MO,Gasconade County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29075,29075,MO,Gentry County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29077,29077,MO,Greene County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29079,29079,MO,Grundy County,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29081,29081,MO,Harrison County,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29083,29083,MO,Henry County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29085,29085,MO,Hickory County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29087,29087,MO,Holt County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29089,29089,MO,Howard County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29091,29091,MO,Howell County,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29093,29093,MO,Iron County,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29095,29095,MO,Jackson County,1,1,1,2,35703,26354,23840,20676,19000,22374,23534,19048,20687,21655,22315,19921,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29097,29097,MO,Jasper County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29099,29099,MO,Jefferson County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29101,29101,MO,Johnson County,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29103,29103,MO,Knox County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29105,29105,MO,Laclede County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29107,29107,MO,Lafayette County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29109,29109,MO,Lawrence County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29111,29111,MO,Lewis County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29113,29113,MO,Lincoln County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29115,29115,MO,Linn County,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29117,29117,MO,Livingston County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29119,29119,MO,McDonald County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29121,29121,MO,Macon County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29123,29123,MO,Madison County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29125,29125,MO,Maries County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29127,29127,MO,Marion County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29129,29129,MO,Mercer County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29131,29131,MO,Miller County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29133,29133,MO,Mississippi County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29135,29135,MO,Moniteau County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29137,29137,MO,Monroe County,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29139,29139,MO,Montgomery County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29141,29141,MO,Morgan County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29143,29143,MO,New Madrid County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29145,29145,MO,Newton County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29147,29147,MO,Nodaway County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29149,29149,MO,Oregon County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29151,29151,MO,Osage County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29153,29153,MO,Ozark County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29155,29155,MO,Pemiscot County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29157,29157,MO,Perry County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29159,29159,MO,Pettis County,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29161,29161,MO,Phelps County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29163,29163,MO,Pike County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29165,29165,MO,Platte County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29167,29167,MO,Polk County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29169,29169,MO,Pulaski County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29171,29171,MO,Putnam County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29173,29173,MO,Ralls County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29175,29175,MO,Randolph County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29177,29177,MO,Ray County,1,1,1,2,0,0,0,0,0,0,0,0,0,11,17,19,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29179,29179,MO,Reynolds County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29181,29181,MO,Ripley County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29183,29183,MO,St. Charles County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29185,29185,MO,St. Clair County,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29186,29186,MO,Ste. Genevieve County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29187,29187,MO,St. Francois County,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29189,29189,MO,St. Louis County,1,1,1,2,7662,7849,10775,10408,10578,10303,10496,11725,11137,9464,9694,14813,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29195,29195,MO,Saline County,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29197,29197,MO,Schuyler County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29199,29199,MO,Scotland County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29201,29201,MO,Scott County,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29203,29203,MO,Shannon County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29205,29205,MO,Shelby County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29207,29207,MO,Stoddard County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29209,29209,MO,Stone County,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29211,29211,MO,Sullivan County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29213,29213,MO,Taney County,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29215,29215,MO,Texas County,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29217,29217,MO,Vernon County,7,11,0,0,484,267,129,130,0,107,567,354,9776,15963,52055,27401,0,0,0,0,0,0,0,0,5830,13301,14451,32342,Status Quo,Status Quo,Status Quo
29219,29219,MO,Warren County,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29221,29221,MO,Washington County,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29223,29223,MO,Wayne County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29225,29225,MO,Webster County,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29227,29227,MO,Worth County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29229,29229,MO,Wright County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
29510,29510,MO,St. Louis city,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30001,30001,MT,Beaverhead County,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30003,30003,MT,Big Horn County,6,6,0,0,72708,72077,69907,68137,66996,65389,72584,61559,60810,60732,49008,47469,3604069,8089123,9679910,7229945,12241134,11629937,11729290,13062106,14411960,12298732,9816828,6645533,Status Quo,Status Quo,Status Quo
30005,30005,MT,Blaine County,9,12,0,0,226944,210543,188189,180018,210429,206938,201668,232608,271579,262532,277635,275428,17069876,18722864,17067378,14374094,13571176,12887120,13997668,13035474,11233633,10124888,9256956,8249261,Status Quo,H_Decline,H_Decline
30007,30007,MT,Broadwater County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30009,30009,MT,Carbon County,3,2,1,2,612222,576027,530911,503257,488793,468220,473509,457111,437579,405949,384759,374395,1225095,1323260,1616023,1517249,1772752,1776230,1647301,1953347,1993938,1839688,1475874,1411620,Status Quo,Status Quo,Status Quo
30011,30011,MT,Carter County,9,12,0,0,0,0,0,0,0,0,0,14734,72724,47422,36571,27436,0,0,0,0,0,0,16842,96209,69311,69526,47142,49295,Status Quo,Status Quo,Status Quo
30013,30013,MT,Cascade County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30015,30015,MT,Chouteau County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539088,1841318,2297698,2447423,2297687,2043297,1731871,1619986,1489991,1282335,1164357,1066261,Status Quo,Status Quo,Status Quo
30017,30017,MT,Custer County,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242998,263115,216172,182632,143636,96477,74088,79839,82367,52151,62156,60449,Status Quo,Status Quo,Status Quo
30019,30019,MT,Daniels County,9,12,0,0,6686,4530,1693,2968,7936,19384,11759,10033,13637,4938,4411,3230,24,36,44,39,83,298,118,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30021,30021,MT,Dawson County,7,11,0,0,301344,292627,365481,554733,536781,601609,618046,540988,430112,396533,441045,596681,87320,92004,119640,210756,191664,208115,225534,210343,190856,142820,105306,53615,Status Quo,Status Quo,Status Quo
30023,30023,MT,Deer Lodge County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30025,30025,MT,Fallon County,9,12,0,0,5710097,5984632,6396025,6877676,7282272,7547096,7868360,7251298,6619702,6064627,5338956,4844229,7842322,9057591,12605872,15349623,18945132,23642128,25324616,26852956,29192318,26252192,22358460,17605802,H_Decline,H_Growth,Status Quo
30027,30027,MT,Fergus County,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35237,36678,28106,22641,12941,85872,147442,59850,25399,23749,36936,29743,Status Quo,Status Quo,Status Quo
30029,30029,MT,Flathead County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30031,30031,MT,Gallatin County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30033,30033,MT,Garfield County,9,12,0,0,21296,19501,21811,25110,18149,18159,17224,14733,14124,15484,11828,13159,1283,1263,1316,1402,1638,2190,2190,2190,2196,2190,1704,1969,Status Quo,Status Quo,Status Quo
30035,30035,MT,Glacier County,7,11,0,0,638238,581700,537614,520307,487344,467634,465852,454262,450232,432918,411337,411111,1959936,1934644,1916956,1951815,1849618,1740891,1700328,1697997,1649939,1488932,1662035,1484368,Status Quo,Status Quo,Status Quo
30037,30037,MT,Golden Valley County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,56599,55507,217198,178717,113600,95069,107168,94673,181108,276526,138894,186062,Status Quo,Status Quo,Status Quo
30039,30039,MT,Granite County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30041,30041,MT,Hill County,7,11,0,0,790,770,1150,852,750,786,2281,2151,2179,2425,1721,1043,11620378,13061888,12167423,12694540,13500201,14113335,14139776,14674452,12578526,9632499,8784821,6893574,Status Quo,H_Decline,H_Decline
30043,30043,MT,Jefferson County,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30045,30045,MT,Judith Basin County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30047,30047,MT,Lake County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30049,30049,MT,Lewis and Clark County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30051,30051,MT,Liberty County,9,12,0,0,97831,105624,98596,105855,93032,90060,81503,78325,97605,106175,119063,198904,1773534,1932200,2569361,2378151,2092317,2217524,1986181,1948477,1886472,1609669,1451876,1372125,Status Quo,Status Quo,Status Quo
30053,30053,MT,Lincoln County,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30055,30055,MT,McCone County,9,12,0,0,33051,20152,11243,9392,10322,12832,13286,13226,10311,5978,5624,4200,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30057,30057,MT,Madison County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30059,30059,MT,Meagher County,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30061,30061,MT,Mineral County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30063,30063,MT,Missoula County,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30065,30065,MT,Musselshell County,8,7,0,0,259353,231017,202188,188868,189411,160545,158234,144731,152179,132392,142259,147518,19374,18239,17221,16747,15378,15880,12348,6601,6207,6703,7239,7183,Status Quo,Status Quo,Status Quo
30067,30067,MT,Park County,7,9,0,0,0,0,0,0,0,0,0,0,14,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30069,30069,MT,Petroleum County,9,12,0,0,35332,32026,32938,40032,38418,36255,32038,26326,28595,24223,26987,24708,3948,2544,1860,3300,3804,4080,4284,3936,4320,4080,4308,4008,Status Quo,Status Quo,Status Quo
30071,30071,MT,Phillips County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12783919,13898919,14334666,15818411,17163940,18005066,17755512,19995360,19933676,17142872,15723365,13589797,Status Quo,Status Quo,Status Quo
30073,30073,MT,Pondera County,7,11,0,0,145926,154176,139254,136296,142442,142378,138605,131204,127639,124376,131349,131628,362695,288283,249377,235648,362551,370382,553850,548295,448190,309504,279590,242191,Status Quo,Status Quo,Status Quo
30075,30075,MT,Powder River County,9,12,0,0,213671,173567,157118,141033,158632,158002,175332,335830,410282,423951,420309,382668,174527,146779,116670,130193,125802,113719,97892,95493,74686,61288,57090,46662,Status Quo,Status Quo,Status Quo
30077,30077,MT,Powell County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30079,30079,MT,Prairie County,9,12,0,0,53666,75432,144499,186693,151400,123405,110850,93051,80043,73478,71335,63325,11800,12324,18700,23877,15258,10896,10981,9481,7919,8421,6671,430,Status Quo,Status Quo,Status Quo
30081,30081,MT,Ravalli County,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30083,30083,MT,Richland County,7,9,0,0,2618982,2989279,3410204,5284384,10258860,18145986,20997082,20193252,17601052,15041447,13062873,11983818,2127075,2314867,2702154,3629658,5827952,11746793,14603039,16339153,16345583,15496708,14215158,13443745,H_Growth,H_Growth,H_Growth
30085,30085,MT,Roosevelt County,7,9,0,0,1458495,1445597,1523897,1406453,1398695,1401396,1492455,1399047,1348204,1250844,1300943,1788903,825769,775830,839065,763975,739805,778832,841423,762518,722917,692230,667524,1004710,Status Quo,Status Quo,H_Growth
30087,30087,MT,Rosebud County,9,12,0,0,388812,345681,357931,329866,307681,308452,281056,273700,297767,280227,281107,227776,28035,22204,27018,23056,19463,16820,15400,14835,17576,16289,14383,12013,Status Quo,Status Quo,Status Quo
30089,30089,MT,Sanders County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30091,30091,MT,Sheridan County,9,12,0,0,1610557,1737610,1619342,1539990,1534658,1466859,1679749,1733888,1690870,1403196,1393298,1283334,948981,945568,997559,937946,828171,779034,835966,876058,852700,718305,618126,441884,Status Quo,Status Quo,H_Decline
30093,30093,MT,Silver Bow County,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30095,30095,MT,Stillwater County,8,7,0,0,9468,6891,2999,26,0,0,0,13,335,0,14337,49061,174736,190510,204527,186563,137955,118194,360822,583553,409127,188011,183820,206997,Status Quo,Status Quo,Status Quo
30097,30097,MT,Sweet Grass County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107922,111395,91690,72615,46058,40537,55470,69189,52136,41120,76073,38844,Status Quo,Status Quo,Status Quo
30099,30099,MT,Teton County,8,7,0,0,58192,60272,54584,52062,53636,52790,50348,51535,59206,62186,62055,58540,86223,66231,48457,11054,0,530,352,1507,692,681,932,892,Status Quo,Status Quo,Status Quo
30101,30101,MT,Toole County,7,11,0,0,392541,319918,296029,285192,282990,297086,378674,456536,438955,405583,399567,361504,4645330,4590572,4456748,4467969,4229410,4230510,4197845,4001343,3719026,3388498,3288559,3146148,Status Quo,Status Quo,Status Quo
30103,30103,MT,Treasure County,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30105,30105,MT,Valley County,7,11,0,0,166150,172338,181155,190272,132758,155570,119549,122077,120539,108552,108575,100346,942431,1149328,1346642,1146560,1171028,1154383,1084767,1132117,1340104,1651676,1672059,1547305,Status Quo,Status Quo,Status Quo
30107,30107,MT,Wheatland County,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Status Quo,Status Quo,Status Quo
30109,30109,MT,Wibaux County,9,12,0,0,603240,649107,625957,771761,850742,824004,828922,791879,739324,683784,816544,741512,1164950,998692,806409,743879,722835,689999,655057,605614,555032,506487,453063,451736,Status Quo,Status Quo,Status Quo
